card_company_id,name,img_url,benefits,created_at,type
1,알뜰교통플러스 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09322_img.png,"   [  포인트리 적립 서비스 ]    포인트리 적립 서비스   표의 칼럼은 구분, 세부 영역, 적립율, 월 적립한도, 전월 실적 로 이루어져 있습니다.표의 1번째 행은 대중교통 적립, 버스 지하철, 10%, 2천점, 20만원 로 이루어져 있습니다.표의 2번째 행은 생활서비스적립, 이동통신요금 자동납부(SK KT LG LiivM), 건당1만원이상이용 시, 1%, 4천점 로 이루어져 있습니다.표의 3번째 행은 커피 업종 로 이루어져 있습니다.표의 4번째 행은 약국 업종 로 이루어져 있습니다.표의 5번째 행은 편의점 업종 로 이루어져 있습니다.표의 6번째 행은 영화(CGV 롯데시네마) 로 이루어져 있습니다.표의 7번째 행은 패스트푸드 업종 로 이루어져 있습니다.표의 8번째 행은 KB Pay 추가적립, 생활서비스 적립 영역에서KB Pay 이용 시 추가적립, 1%, 4천점 로 이루어져 있습니다.표의 9번째 행은 합 계, 1만점,  로 이루어져 있습니다. 대중교통 : 택시, 시외버스, 고속버스, 공항버스 제외* 버스/지하철 요금적립은 실제 카드 사용일이 아닌 이용대금명세서 상 기재된 이용일을 기준으로 서비스 제공 실적 유예 제공 : 최초 카드 사용 등록 후 다음 달 말일까지 전월 실적 조건 미달 시에도 서비스 제공 ",2024-03-17 15:36:38.799689,DebitCard
1,위메프페이 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09620_img.png,"
<위메프>    [  위메프포인트 위메프페이결제 1%적립   ]    위메프포인트 위메프페이결제 1%적립     표의 칼럼은 구분, 적립률, 월간 적립한도, 확인사항 로 이루어져 있습니다.표의 1번째 행은 위메프, 1%, 2만점, 위메프페이에 카드등록 후위메프 이용 시 적립 로 이루어져 있습니다. 표의 칼럼은 구분, 적립률, 월간 적립한도, 확인사항 로 이루어져 있습니다.표의 1번째 행은 위메프, 1%, 2만점, 위메프페이에 카드등록 후위메프 이용 시 적립 로 이루어져 있습니다.
<위메프오>    [  위메프포인트 위메프오 1% 적립   ]    위메프포인트 위메프오 1% 적립     표의 칼럼은 구분, 적립률, 전월 이용실적에 따른 월 적립한도, 30만원 이상 로 이루어져 있습니다.표의 1번째 행은 위메프오, 1%, 5천점 로 이루어져 있습니다. 표의 칼럼은 구분, 적립률, 전월 이용실적에 따른 월 적립한도, 30만원 이상 로 이루어져 있습니다.표의 1번째 행은 위메프오, 1%, 5천점 로 이루어져 있습니다.
<편의점>    [  위메프포인트 GS25편의점 2% 적립   ]    위메프포인트 GS25편의점 2% 적립     표의 칼럼은 구분, 적립률, 전월 이용실적에 따른 월 적립한도, 30만원 이상 로 이루어져 있습니다.표의 1번째 행은 GS25 편의점, 2%, 2천점 로 이루어져 있습니다. 표의 칼럼은 구분, 적립률, 전월 이용실적에 따른 월 적립한도, 30만원 이상 로 이루어져 있습니다.표의 1번째 행은 GS25 편의점, 2%, 2천점 로 이루어져 있습니다.
<커피제과업종>    [  위메프포인트 커피제과업종 5% 적립   ]    위메프포인트 커피제과업종 5% 적립     표의 칼럼은 구분, 적립률, 전월 이용실적에 따른 월 적립한도, 30만원 이상 로 이루어져 있습니다.표의 1번째 행은 커피빈 폴바셋 이디야 파리바게뜨, 5%, 2천점 로 이루어져 있습니다. 표의 칼럼은 구분, 적립률, 전월 이용실적에 따른 월 적립한도, 30만원 이상 로 이루어져 있습니다.표의 1번째 행은 커피빈 폴바셋 이디야 파리바게뜨, 5%, 2천점 로 이루어져 있습니다.
<구독서비스>    [  위메프포인트 구독서비스 10%적립   ]    위메프포인트 구독서비스 10%적립     표의 칼럼은 구분, 적립률, 전월 이용실적에 따른 월 적립한도, 30만원 이상 로 이루어져 있습니다.표의 1번째 행은 넷플릭스 웨이브 티빙 유튜브, 10%, 2천점 로 이루어져 있습니다. 표의 칼럼은 구분, 적립률, 전월 이용실적에 따른 월 적립한도, 30만원 이상 로 이루어져 있습니다.표의 1번째 행은 넷플릭스 웨이브 티빙 유튜브, 10%, 2천점 로 이루어져 있습니다.",2024-03-17 15:36:39.417836,DebitCard
1,카카오페이 KB국민 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01782_img.png,"
<카카오페이결제> [카카오페이머니카카오페이결제2%적립 ] 카카오페이머니카카오페이결제2%적립  표의 칼럼은 구분, 적립률, 월간적립한도, 카카오페이 체크카드전월 이용실적 로 이루어져 있습니다.표의 1번째 행은 2%, 1만p, 30만원 이상 시 로 이루어져 있습니다.카카오페이 결제 시 카카오페이머니 2% 적립적립 제외대상 : 취소금액, 대학(대학원)등록금, 각종 수수료 및 이자, 상품권 및 선불카드 구입(충전)금액, 포인트리 충전금액, 정부지원금, 연체료, 지방세(지방세, 상하수도, 세외수입) 제외실적유예기간 제공 : 카카오페이 KB국민 체크카드 최초 사용등록일로부터 다음달 말일까지 이용실적이 없어도 적립
<커피전문점업종 /제과이이스크림 업종/CU편의점/대중교통>     표의 칼럼은 구분, 적립률, 월간적립한도, 카카오페이 체크카드 전월 이용실적 로 이루어져 있습니다.표의 1번째 행은 1%, 월통합 1만p, 30만원 이상 시 로 이루어져 있습니다.표의 2번째 행은 1% 로 이루어져 있습니다.표의 3번째 행은 1% 로 이루어져 있습니다.표의 4번째 행은 1% 로 이루어져 있습니다.[카카오페이머니커피전문점 업종 1% 적립] 카카오페이머니커피전문점 업종 1% 적립커피전문점 업종 이용 시 카카오페이머니 1% 적립커피전문점업종/제과아이스크림업종/CU편의점/대중교통 적립서비스는 월간통합적립한도 1만p 적용적립 제외대상 :  상품권 및 선불카드 구입(충전)금액실적유예기간 제공 : 카카오페이 체크카드 최초 사용등록일로부터 다음달 말일까지 이용실적이 없어도 적립카카오페이머니제과아이스크림 업종 1% 적립제과아이스크림 업종 이용시 카카오페이머니 1% 적립커피전문점업종/제과아이스크림업종/CU편의점/대중교통 적립서비스는 월간통합적립한도 1만p 적용적립 제외대상 : 상품권 및 선불카드 구입(충전)금액실적유예기간 제공 : 카카오페이 체크카드 최초 사용등록일로부터 다음달 말일까지 이용실적이 없는 경우에도 적립카카오페이머니CU편의점 1% 적립CU편의점 이용 시 카카오페이머니 1% 적립커피전문점업종/제과아이스크림업종/CU편의점/대중교통 적립서비스는 월간 통합적립한도 1만p적용적립 제외대상 : 상품권 및 선불카드 구입(충전)금액실적유예기간 제공 : 카카오페이 체크카드 최초 사용등록일로부터 다음달 말일까지 이용실적이 없는 경우에도 적립카카오페이머니대중교통(버스, 지하철) 1% 적립대중교통(버스,지하철) 이용 시 카카오페이머니 1% 적립커피전문점업종/제과아이스크림업종/CU편의점/대중교통 적립서비스는 월간 통합적립한도 1만p 적용적립 제외대상 : 시외버스, 공항버스, 통학버스, 유료도로, 터널, 전기차 충전 제외실제 카드이용일이 아닌 이메일 이용내역서상 기재된 이용일 기준으로 적용됩니다.실적유예기간 제공 : 카카오페이 체크카드 최초 사용등록일로부터 다음달 말일까지 이용실적이 없는 경우에도 적립",2024-03-17 15:36:40.253316,DebitCard
1,가온 올포인트 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01998_img.png,"
<포인트리 적립>    [기본 적립전 가맹점 0.2% 포인트리 기본 적립] 기본 적립전 가맹점 0.2% 포인트리 기본 적립국내/해외 모든 가맹점 포함실적조건 : 전월이용실적 조건 없음적립한도 : 제한 없음[추가 적립커피/제과아이스크림 업종 0.2% 포인트리 추가 적립] 추가 적립커피/제과아이스크림 업종 0.2% 포인트리 추가 적립실적조건 : 가온 올포인트 체크카드 전월이용실적 10만원 이상 시적립한도 : 제한 없음[추가 적립이동통신요금 자동이체 시 0.2% 포인트리 추가 적립] 추가 적립이동통신요금 자동이체 시 0.2% 포인트리 추가 적립실적조건 : 가온 올포인트 체크카드 전월이용실적 10만원 이상 시SKT. KT Olleh, LG U+ 이동통신요금 자동이체 시 적용(유/무선 결합 통신요금 이용시에는 할인대상에서 제외)적립한도 : 제한 없음[추가 적립GS25 편의점 0.2% 포인트리 추가 적립] 추가 적립GS25 편의점 0.2% 포인트리 추가 적립실적조건 : 가온 올포인트 체크카드 전월이용실적 10만원 이상 시적립한도 : 제한 없음[추가 적립대중교통(버스, 지하철), 택시 0.2% 포인트리 추가 적립] 추가 적립대중교통(버스, 지하철), 택시 0.2% 포인트리 추가 적립대중교통 적립 대상 : RF교통기관 업종(KB국민카드 가맹점 업종 기준)적립 제외 : 시외버스, 고속버스, 공항버스(실제 카드이용일이 아닌 이메일 이용내역상 기재된 이용일 기준으로 적립 적용됩니다.)실적조건 : 가온 올포인트 체크카드 전월이용실적 10만원 이상 시적립한도 : 제한 없음[추가 적립대형마트 0.8% 포인트리 추가 적립] 추가 적립대형마트 0.8% 포인트리 추가 적립대상 대형마트 : 이마트, 롯데마트, 홈플러스실적조건 : 가온 올포인트 체크카드 전월이용실적 30만원 이상 시제공조건/적립한도 : 건당 3만원이상 이용 시 적립되며 이용금액 기준 월 50만원 이용금액까지 추가적립 제공온라인 쇼핑몰, 상품권 구매 및 건물 내 임대 매장, SSM(이마트 에브리데이, 홈플러스 익스프레스, 롯데슈퍼) 제외[추가 적립GS칼텍스 주유소 0.8% 포인트리 추가 적립] 추가 적립GS칼텍스 주유소 0.8% 포인트리 추가 적립실적조건 : 가온 올포인트 체크카드 전월이용실적 30만원 이상 시제공조건/적립한도 : 건당 3만원이상 이용 시 적립되며 이용금액 기준 월 30만원 이용금액까지 추가적립 제공적립제외 : LPG
<이용 전 확인사항>    가온 올포인트 체크카드 이용 전 확인사항 기본적립 서비스는 전월이용실적 조건 없이 적립되며, 추가적립 서비스는 실적 충족 시에만 제공(실적유예기간 없음)전월이용실적기준전월 1일~말일까지 가온 올포인트 체크카드 승인금액(이용일 기준)교통이용금액 및 무승인(철도반환수수료 등), 해외이용금액, 정부지원금액은 제외포인트리 적립 제외 대상 : 대학(대학원)등록금, 각종 수수료 및 이자, 상품권 및 선불카드 구입(충전)금액, 지방세(지방세, 상하수도, 세외수입), 아파트관리비, 정부지원금, 연체료, 취소금액, 이용금액 건당 1천원 미만, 포인트리 충전금액포인트리 추가적립 서비스 가온 올포인트 체크카드 전월 이용 실적에 따라 상이전월 이용실적 10만원이상 30만원이하 이용 시에는 커피/제과/아이스크림, 이동통신 자동이체, GS25편의점, 교통만 제공전월 이용실적 30만원 이상 이용 시에는 대형마트, GS칼텍스 주유소까지 추가 제공취소금액 반영 : 취소한 해당월의 이용실적에서 차감(취소시점 기준) 포인트리란?KB금융그룹  계열사가 참여하여 기존  KB국민카드 ‘포인트리’대비 확장된 서비스를 제공하는 통합포인트입니다. 상품거래/이벤트 등을 통한 「적립」, 상품가입/수수료차감 등을 통한 「사용」,  카드/계좌이체 등을 통한 「충전」 이 가능하며 1P =1원입니다.포인트리 사용방법결제대금 차감, 포인트리 기부, 포인트리 사은품몰에서 사은품 신청 등 다양한 방법으로 사용 가능자세히 보기",2024-03-17 15:36:41.777561,DebitCard
1,가온체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09156_img.png,"
<포인트리 적립>    가온체크카드(기본/추가 포인트리 적립 서비스)는 전월 이용실적 10만원 이상 시 제공됩니다.기본 포인트리 적립 서비스기본 적립모든 가맹점 0.2% 기본 포인트리 적립모든 가맹점 0.2% 기본 포인트리 적립해외이용금액 포함추가 포인트리 적립 서비스추가 적립주말·공휴일 모든 가맹점 0.2% 추가 포인트리 적립주말·공휴일 모든 가맹점에서 0.2% 추가 포인트리 적립적립제외 : 대중교통(버스·지하철) / 이동통신요금 자동납부 / 해외이용금액단, 택시는 추가 적립 가능합니다.추가 적립음식점, 커피전문점 업종 0.2% 추가 포인트리 적립음식점 : 일반음식점, 한식, 중식, 일식, 양식, 뷔페, 패밀리레스토랑 업종 커피 : 커피전문점 업종(스타벅스, 커피빈 등)추가 적립대중교통(버스·지하철), 택시 0.2% 추가 포인트리 적립대중교통 적립 대상 : RF교통기관 업종(KB국민카드 가맹점 업종 기준)적립제외 : 시외버스, 고속버스, 공항버스실제 카드이용일이 아닌 이메일 이용내역서상 기재된 이용일 기준으로 적립 적용됩니다. 추가 적립이동통신요금 0.2% 추가 포인트리 적립제공조건 : 이동통신요금(SKT, KT, LG U+) 자동납부 등록
<이용 전 확인사항>    가온체크카드 이용 전 확인사항KB국민 가온체크카드는 최초 카드 발급 후 사용등록일로부터 다음 달 말일까지 이용실적이 없는 경우에도 가온체크추가 적립(주말·공휴일, 음식/커피업종, 대중교통/택시, 이동통신)이 가능합니다. (단, 기본 적립 서비스는 제외됩니다.)포인트리 적립 제외대상 지방세, 정부지원금, 대학(대학원)등록금, 각종 수수료 및 이자, 연체료, 상품권 및 선불카드 구입·충전금액, 취소금액포인트리 사용방법                        자동화기기에서 현금으로 인출(1만원 단위), 결제대금 납부, 기부/경매, 포인트리 쇼핑 등 다양한 방법으로 사용 가능자세히 보기",2024-03-17 15:36:42.286865,DebitCard
1,ONE 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01946_img.png,"
<포인트리 적립>    ONE 체크카드(기본/추가 포인트리 적립 서비스)는 전월 이용실적 10만원 이상 시 제공됩니다.추가 포인트리 적립 서비스추가 적립주말·공휴일 모든 가맹점 0.2% 추가 포인트리 적립주말·공휴일 모든 가맹점에서 0.2% 추가 포인트리 적립적립제외 : 대중교통(버스·지하철) / 이동통신요금 자동납부 / 해외이용금액단, 택시는 추가 적립 가능합니다.추가 적립음식점, 커피전문점 업종 0.2% 추가 포인트리 적립음식점 : 일반음식점, 한식, 중식, 일식, 양식, 뷔페, 패밀리레스토랑 업종 커피 : 커피전문점 업종(스타벅스, 커피빈 등)추가 적립대중교통(버스·지하철), 택시 0.2% 추가 포인트리 적립대중교통 적립 대상 : RF교통기관 업종(KB국민카드 가맹점 업종 기준)적립제외 : 시외버스, 고속버스, 공항버스실제 카드이용일이 아닌 이메일 이용내역서상 기재된 이용일 기준으로 적립 적용됩니다.추가 적립이동통신요금 0.2% 추가 포인트리 적립제공조건 : 이동통신요금(SKT, KT, LG U+) 자동납부 등록
<KB국민 ONE체크카드이용전 확인사항>    KB국민 ONE 체크카드는 최초 카드 발급 후 사용등록일로부터 다음 달 말일까지 이용실적이 없는 경우에도 추가 포인트리 적립 (주말·공휴일, 음식/커피업종, 대중교통/택시, 이동통신)이 가능합니다. (단, 기본 포인트리 적립 서비스는 제외됩니다.)포인트리 적립 제외대상 : 지방세, 정부지원금, 대학(대학원)등록금, 각종 수수료 및 이자, 연체료, 상품권 및 선불카드 구입·충전금액, 취소금액포인트리 사용 방법KB국민 ONE 통장으로 결제계좌 지정 시 포인트리 자동 입금 KB국민 ONE 통장으로 결제계좌 지정 후 별도 신청 시 매월 마지막 영업일 기준 적립 포인트리를 익월 둘째주에 백원 단위로 자동 환급. 단, 결제계좌와 출금계좌 상이시 출금계좌로 자동 환급자동화기기에서 현금으로 인출하기 기존 포인트리 포함 1만 포인트리 이상 보유 시 1만원 단위로 인출 가능기타 포인트리 사용방법결제대금 납부, 기부/경매, 포인트리 쇼핑 등 다양한 방법으로 사용 가능자세히 보기",2024-03-17 15:36:43.902526,DebitCard
1,아시아나 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01974_img.png,"
<아시아나 마일리지> [아시아나마일리지전가맹점 2,500원당 1마일 적립 ] 아시아나마일리지전가맹점 2,500원당 1마일 적립  표의 칼럼은 구분, 적립, 아시아나 체크카드전월 이용실적 로 이루어져 있습니다.표의 1번째 행은 아시아나 마일리지, 2500원당 1마일, 30만원 이상 로 이루어져 있습니다. 국？내외 전가맹점 이용건에 대해 건별 이용금액 기준 적립 적립제외 대상 : 대학(대학원)등록금, 각종 수수료 및 이자, 상품권 및 선불카드 구입(충전)금액, 지방세, 국세, 연회비, 아파트관리비 자동이체, 정부지원금, 연체료, 취소금액 적립한도 : 제한 없음   동서비스는 KB국민 아시아나 체크카드 실적유예기간(최초 발급 후 사용등록일로부터 다음달 말일까지)에 따른 아시아나 마일리지 적립 서비스가 제공되지 않습니다.  마일리지 운영기준  적립기준 : 아시아나 체크카드 건별 이용금액을 적립기준금액(2,500원)으로 나눈 후 소수점 첫번째에서 반올림하여 적립 적립시기 : 카드전표 매입 후 주간단위로 합산하여 다음주 중 적립되며, 마일리지 조회는 전표 매입 후 15일 경과 시 당사 또는 아시아나항공 고객센터 1588-8180를 통해 확인 가능 아시아나마일리지 사용방법 및 유효기간은 아시아나클럽 회원제도 운영기준에 준하며, 아시아나항공㈜ 홈페이지(www.flyasiana.com) 또는 고객센터(1588-8180)로 문의하여 주시기 바랍니다.  
<소셜커머스/커피/제과점>    [  소셜커머스 쿠팡/티몬/위메프 5% 환급할인 ]    소셜커머스 쿠팡/티몬/위메프 5% 환급할인   표의 칼럼은 구분, 할인, 월간통합할인한도, 아시아나 체크카드전월 이용실적 로 이루어져 있습니다.표의 1번째 행은 쿠팡/티몬/위메프, 5% 환급할인, 3천원, 30만원 이상 로 이루어져 있습니다. 아시아나 체크카드 할인서비스(소셜커머스, 커피, 제과점)는 월간통합할인한도가 적용됩니다.   KB국민 아시아나 체크카드 최초 카드 발급 후 사용등록일로부터 다음 달 말일까지는 이용 실적이 없는 경우에도 월 할인한도 3천원 이내에서 할인 제공됩니다.   [  커피 스타벅스 5% 환급할인 ]    커피 스타벅스 5% 환급할인   표의 칼럼은 구분, 할인, 월간통합할인한도, 아시아나 체크카드전월 이용실적 로 이루어져 있습니다.표의 1번째 행은 스타벅스, 5% 환급할인, 3천원, 30만원 이상 로 이루어져 있습니다. 아시아나 체크카드 할인서비스(소셜커머스, 커피, 제과점)는 월간통합할인한도가 적용됩니다.   KB국민 아시아나 체크카드 최초 카드 발급 후 사용등록일로부터 다음 달 말일까지는 이용 실적이 없는 경우에도 월 할인한도 3천원 이내에서 할인 제공됩니다.   [  제과 파리바게뜨 5% 환급할인 ]    제과 파리바게뜨 5% 환급할인   표의 칼럼은 구분, 할인, 월간통합할인한도, 아시아나 체크카드전월 이용실적 로 이루어져 있습니다.표의 1번째 행은 파리바게뜨, 5% 환급할인, 3천원, 30만원 이상 로 이루어져 있습니다. 아시아나 체크카드 할인서비스(소셜커머스, 커피, 제과점)는 월간통합할인한도가 적용됩니다.   KB국민 아시아나 체크카드 최초 카드 발급 후 사용등록일로부터 다음 달 말일까지는 이용 실적이 없는 경우에도 월 할인한도 3천원 이내에서 할인 제공됩니다.   ",2024-03-17 15:36:44.666900,DebitCard
1,해외에선 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01582_img.png,"
<여행업종 할인서비스>    [여행면세점, 항공사, 관광여행사 업종 5% 환급할인] 여행면세점, 항공사, 관광여행사 업종 5% 환급할인 표의 칼럼은 구분, 할인율, 해외에선 체크카드 전월 이용실적에 따른 월간 할인한도, 1구간(전월 30만원이상~60만원미만), 2구간(전월 60만원이상) 로 이루어져 있습니다.표의 1번째 행은 면세점 항공사 관광여행사 업종, 5%, 2천원, 4천원 로 이루어져 있습니다.할인 제외 : 상품권 및 선불카드 (선불전자지급수단 포함) 구입 · 충전 제외실적유예기간 적용 :  최초 카드 사용등록일로부터 다음달 말일까지 국내 할인 혜택 1구간 서비스 및 해외캐시백 혜택 제공
<트렌드 업종 할인서비스>    [트렌드마켓컬리, 배달의민족, 데일리호텔 5% 환급할인] 트렌드마켓컬리, 배달의민족, 데일리호텔 5% 환급할인 표의 칼럼은 구분, 할인율, 해외에선 체크카드 전월 이용실적에 따른 월간 할인한도, 1구간(전월 30만원이상~60만원미만), 2구간(전월 60만원이상) 로 이루어져 있습니다.표의 1번째 행은 마켓컬리 배달의 민족 데일리호텔, 5%, 2천원, 4천원 로 이루어져 있습니다.할인 제외 : 상품권 및 선불카드 (선불전자지급수단 포함) 구입 · 충전 제외실적유예기간 적용 :  최초 카드 사용등록일로부터 다음달 말일까지 국내 할인 혜택 1구간 서비스 및 해외캐시백 혜택 제공
<커피 할인서비스>    [커피스타벅스 5% 환급할인] 커피스타벅스 5% 환급할인 표의 칼럼은 구분, 할인율, 해외에선 체크카드 전월 이용실적에 따른 월간 할인한도, 1구간(전월 30만원이상~60만원미만), 2구간(전월 60만원이상) 로 이루어져 있습니다.표의 1번째 행은 스타벅스, 5%, 2천원, 4천원 로 이루어져 있습니다.할인 제외 : 상품권 및 선불카드 (선불전자지급수단 포함) 구입 · 충전 제외실적유예기간 적용 :  최초 카드 사용등록일로부터 다음달 말일까지 국내 할인 혜택 1구간 서비스 및 해외캐시백 혜택 제공
<편의점 할인서비스>    [편의점GS25 편의점 5% 환급할인] 편의점GS25 편의점 5% 환급할인 표의 칼럼은 구분, 할인율, 해외에선 체크카드 전월 이용실적에 따른 월간 할인한도, 1구간(전월 30만원이상~60만원미만), 2구간(전월 60만원이상) 로 이루어져 있습니다.표의 1번째 행은 GS25 편의점, 5%, 2천원, 4천원 로 이루어져 있습니다.할인 제외 : 상품권 및 선불카드 (선불전자지급수단 포함) 구입 · 충전 제외실적유예기간 적용 :  최초 카드 사용등록일로부터 다음달 말일까지 국내 할인 혜택 1구간 서비스 및 해외캐시백 혜택 제공
<소셜커머스 할인서비스>    [소셜커머스쿠팡, 위메프, 티몬 5% 환급할인] 소셜커머스쿠팡, 위메프, 티몬 5% 환급할인 표의 칼럼은 구분, 할인율, 해외에선 체크카드 전월 이용실적에 따른 월간 할인한도, 1구간(전월 30만원이상~60만원미만), 2구간(전월 60만원이상) 로 이루어져 있습니다.표의 1번째 행은 쿠팡 위메프 티몬, 5%, 2천원, 4천원 로 이루어져 있습니다.할인 제외 : 상품권 및 선불카드 (선불전자지급수단 포함) 구입 · 충전 제외실적유예기간 적용 :  최초 카드 사용등록일로부터 다음달 말일까지 국내 할인 혜택 1구간 서비스 및 해외캐시백 혜택 제공
<해외 수수료 캐시백 서비스>    [해외수수료 캐시백해외 물품구매  및 ATM 예금인출 수수료 캐시백] 해외수수료 캐시백해외 물품구매  및 ATM 예금인출 수수료 캐시백 표의 칼럼은 구분, 캐시백내용, 전월 이용실적에 따른월간캐시백 한도(전월 30만원 이상시) 로 이루어져 있습니다.표의 1번째 행은 물품구매, 해외이용시 해외이용관련 수수료 환급(국제브랜드수수료 + 해외서비스 수수료), 1.25%, 월 30만원 로 이루어져 있습니다.표의 2번째 행은 ATM예금인출, 100불이상 ATM인출시건당 수수료 환급, $3 로 이루어져 있습니다.해외캐시백 금액은 다음 달 10일에(영업일이 아닌경우 전영업일) 체크카드 결제(출금) 계좌로 입금됩니다.전월 실적 충족시 이 달의 해외캐시백 대상 금액을 합산하여 다음달에 입금됩니다.(예시 : 3월 실적 충족시 4월의 해외캐시백 대상 금액확정후 5월 입금)ATM 예금인출시 건당수수료 ($3) 캐시백(단, ATM 인출시 국제브랜드수수료는 고객 부담)실적유예기간 적용 :  최초 카드 사용등록일로부터 다음달 말일까지 국내 할인 혜택 1구간 서비스 및 해외캐시백 혜택 제공",2024-03-17 15:36:46.396456,DebitCard
1,H.Point 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/04906_img.png,"
<제과/커피>    [제과파리바게뜨  5% 환급할인] 제과파리바게뜨  5% 환급할인 표의 칼럼은 서비스 구분, 할인율, 전월 이용실적에 따른월간 할인한도, 1구간(30만원 이상50만원 미만), 2구간(50만원 이상) 로 이루어져 있습니다.표의 1번째 행은 파리바게뜨, 5%, 1천원, 3천원 로 이루어져 있습니다.제공조건 : 이용금액 건당 5천원 이상 이용 시 할인실적유예기간 미적용 (전월 이용실적 충족 시에만 제공)  [커피스타벅스  5% 환급할인] 커피스타벅스  5% 환급할인 표의 칼럼은 서비스 구분, 할인율, 전월 이용실적에 따른월간 할인한도, 1구간(30만원 이상50만원 미만), 2구간(50만원 이상) 로 이루어져 있습니다.표의 1번째 행은 스타벅스, 5%, 1천원, 3천원 로 이루어져 있습니다.실적유예기간 미적용 (전월 이용실적 충족 시에만 제공)  
<영화/뷰티>    [영화CGV  5% 환급할인] 영화CGV  5% 환급할인 표의 칼럼은 서비스 구분, 할인율, 전월 이용실적에 따른월간 할인한도, 1구간(30만원 이상50만원 미만), 2구간(50만원 이상) 로 이루어져 있습니다.표의 1번째 행은 CGV, 5%, 1천원, 3천원 로 이루어져 있습니다.제공조건 : 이용금액 건당 1만원 이상 시 할인CGV 영화관, 홈페이지 및 공식 App 예매 시 할인할인제외 : 상품권 구매 및 매점 이용금액실적유예기간 미적용 (전월 이용실적 충족 시에만 제공)  [뷰티올리브영  5% 환급할인] 뷰티올리브영  5% 환급할인 표의 칼럼은 서비스 구분, 할인율, 전월 이용실적에 따른월간 할인한도, 1구간(30만원 이상50만원 미만), 2구간(50만원 이상) 로 이루어져 있습니다.표의 1번째 행은 올리브영, 5%, 1천원, 3천원 로 이루어져 있습니다.제공조건 : 이용금액 건당 1만원 이상 시 할인실적유예기간 미적용 (전월 이용실적 충족 시에만 제공)  ",2024-03-17 15:36:47.851074,DebitCard
1,정 체크카드,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/01928_img.png,"
<백화점/홈쇼핑/온라인쇼핑물>    [백화점롯데·현대·신세계 7% 환급할인] 백화점롯데·현대·신세계 7% 환급할인 표의 칼럼은 구분, 할인율, 전월 이용실적에 따른 월 할인한도, 1구간(30만원 이상), 2구간(50만원 이상) 로 이루어져 있습니다.표의 1번째 행은 7%, 5천원, 1만원 로 이루어져 있습니다.이용금액 건당 3만원~10만원까지 할인 적용1일 1회 할인 적용최초 카드발급 후 사용등록일로부터 다음 달 말일까지 이용실적이 없는 경우에도 1구간 서비스 제공됩니다. 표의 칼럼은 구분, 할인율, 전월 이용실적에 따른 월 할인한도, 1구간(30만원 이상), 2구간(50만원 이상) 로 이루어져 있습니다.표의 1번째 행은 5%, 5천원, 1만원 로 이루어져 있습니다.
<해외이용/뷰티/대중교통>    [해외이용해외이용 5% 할인 캐시백] 해외이용해외이용 5% 할인 캐시백 표의 칼럼은 4월, 5월 둘째 주 로 이루어져 있습니다.표의 1번째 행은 해외이용실적 100000원 (원화 기준), 5천원 캐시백 로 이루어져 있습니다.[뷰티미용실·화장품·피부미용 5% 환급할인] 뷰티미용실·화장품·피부미용 5% 환급할인 표의 칼럼은 구분, 할인율, 전월 이용실적에 따른 월 할인한도, 1구간(30만원 이상), 2구간(50만원 이상) 로 이루어져 있습니다.표의 1번째 행은 5%, -, 1만원 로 이루어져 있습니다.뷰티 업종 : 미용실, 화장품, 피부미용 업종이용금액 건당 3만원~10만원까지 할인 적용할인제외 : (피부관리전문점이 아닌) 병·의원 내 피부과, 피부관리실 등의 이용금액 표의 칼럼은 구분, 할인율, 전월 이용실적에 따른 월 할인한도, 1구간(30만원 이상), 2구간(50만원 이상) 로 이루어져 있습니다.표의 1번째 행은 5%, 1천5백원 로 이루어져 있습니다.",2024-03-17 15:36:49.232601,DebitCard
